,completename,nodeId,label,CC,PC,LOC,NCMIC,NCMEC,NECA,NAMFAEC,classID,NCM
2798,org_apache_kafka_common_protocol_Protocol_indentString,2798,0,2,1,5,0,0,0,0,702,0
2799,org_apache_kafka_clients_admin_AbstractOptions_timeoutMs,2799,0,1,0,7,0,0,0,0,1114,0
2800,org_apache_kafka_streams_processor_internals_WindowedChangelogTopicConfig_getProperties,2800,0,2,2,22,0,0,0,0,1115,0
2801,org_apache_kafka_connect_runtime_distributed_DistributedConfig_DistributedConfig,2801,0,1,1,5,2,1,1,1,870,3
2802,org_apache_kafka_clients_consumer_internals_RequestFuture_exception,2802,0,2,0,9,1,0,0,0,35,1
2803,org_apache_kafka_common_record_FileRecords_open,2803,0,1,5,3,5,0,0,0,88,5
2804,org_apache_kafka_streams_errors_TaskAssignmentException_TaskAssignmentException,2804,0,1,2,3,0,3,1,3,1116,3
2805,org_apache_kafka_common_Cluster_nodeIfOnline,2805,0,2,2,15,2,1,1,1,0,3
2806,org_apache_kafka_streams_processor_internals_metrics_StreamsMetricsImpl_storeLevelTagMap,2806,0,1,4,5,1,0,0,0,415,1
2807,org_apache_kafka_clients_consumer_KafkaConsumer_subscription,2807,0,1,0,13,2,1,1,1,1,3
2808,org_apache_kafka_streams_processor_internals_AbstractProcessorContext_applicationId,2808,0,1,0,3,0,0,0,0,393,0
2809,org_apache_kafka_common_metrics_Quota_equals,2809,0,3,1,6,0,0,0,0,1117,0
2810,org_apache_kafka_streams_integration_SuppressionIntegrationTest_waitForAnyRecord,2810,0,3,1,2,0,7,4,4,1065,7
2811,org_apache_kafka_streams_state_internals_RocksDBStore_isOverflowing,2811,0,1,1,3,0,0,0,0,423,0
2812,org_apache_kafka_streams_processor_internals_InternalTopologyBuilder_subscriptionUpdates,2812,0,1,0,3,0,0,0,0,395,0
2813,org_apache_kafka_common_record_MemoryRecordsBuilder_producerEpoch,2813,0,1,0,3,0,0,0,0,91,0
2814,org_apache_kafka_connect_header_ConnectHeaders_toString,2814,0,1,0,3,0,0,0,0,169,0
2815,org_apache_kafka_clients_admin_NewPartitionReassignment_targetReplicas,2815,0,1,0,3,0,0,0,0,14,0
2816,org_apache_kafka_common_network_EchoServer_renegotiate,2816,0,1,0,3,0,0,0,0,1118,0
2817,org_apache_kafka_common_security_scram_internals_ScramFormatter_authMessage,2817,0,1,3,3,2,0,0,0,768,2
2818,org_apache_kafka_connect_runtime_distributed_IncrementalCooperativeConnectProtocol_deserializeMetadata,2818,0,1,1,18,2,6,3,4,1119,8
2819,org_apache_kafka_streams_processor_internals_InternalTopologyBuilder_addProcessor,2819,0,6,3,25,0,3,2,2,395,3
2820,org_apache_kafka_streams_state_internals_RocksDbIterator_RocksDbIterator,2820,0,1,3,2,0,0,0,0,593,0
2821,org_apache_kafka_common_utils_Utils_abs,2821,0,1,1,7,0,0,0,0,148,0
2822,org_apache_kafka_tools_VerifiableProducer_loadProps,2822,0,1,1,15,0,0,0,0,603,0
2823,org_apache_kafka_streams_processor_internals_metrics_StreamsMetricsImpl_cacheSensorPrefix,2823,0,1,3,3,1,0,0,0,415,1
2824,org_apache_kafka_streams_processor_internals_ProcessorStateManager_close,2824,0,6,0,30,1,4,3,2,984,5
2825,org_apache_kafka_streams_kstream_internals_graph_GroupedTableOperationRepartitionNode_unsafeCastChangedToValueSerializer,2825,0,1,1,3,0,1,1,1,1120,1
2826,org_apache_kafka_connect_storage_KafkaOffsetBackingStoreTest_expectStop,2826,0,1,0,4,0,1,1,1,819,1
2827,org_apache_kafka_clients_consumer_internals_SubscriptionState_subscribe,2827,0,1,2,5,5,0,0,0,36,5
2828,org_apache_kafka_connect_runtime_SinkConnectorConfig_parseTopicsList,2828,0,2,1,2,0,1,1,1,858,1
2829,org_apache_kafka_common_record_RecordBatch_sizeInBytes,2829,0,1,0,5,0,0,0,0,711,0
2830,org_apache_kafka_common_record_DefaultRecordBatch_computeChecksum,2830,0,1,0,3,0,1,1,1,90,1
2831,org_apache_kafka_common_metrics_Metrics_close,2831,0,3,0,25,0,1,1,1,63,1
2832,org_apache_kafka_clients_ManualMetadataUpdater_ManualMetadataUpdater,2832,0,1,1,3,1,0,0,0,1121,1
2833,org_apache_kafka_connect_data_Values_asLong,2833,0,8,3,38,0,5,5,1,163,5
2834,org_apache_kafka_streams_processor_internals_InternalProcessorContext_currentNode,2834,0,1,0,4,0,0,0,0,516,0
2835,org_apache_kafka_connect_data_Values_parseString,2835,0,3,1,16,1,1,1,1,163,2
2836,org_apache_kafka_clients_producer_internals_SenderMetricsRegistry_sensor,2836,0,1,1,3,0,1,1,1,652,1
2837,org_apache_kafka_streams_TopologyTestDriverTest_setupSingleProcessorTopology,2837,0,2,3,14,1,2,1,2,926,3
2838,org_apache_kafka_streams_processor_internals_StoreChangelogReader_maybeLogRestorationProgress,2838,0,5,0,3,3,1,1,1,456,4
2839,org_apache_kafka_clients_ClusterConnectionStatesTest_testIsPreparingConnection,2839,1,1,0,9,0,5,2,4,627,5
2840,org_apache_kafka_connect_runtime_WorkerTask_triggerStop,2840,0,1,0,6,0,0,0,0,191,0
2841,org_apache_kafka_clients_NetworkClient_doSend,2841,0,2,4,11,3,19,9,10,230,22
2842,org_apache_kafka_common_network_KafkaChannel_state,2842,0,1,0,3,0,0,0,0,580,0
2843,org_apache_kafka_common_errors_InvalidGroupIdException_InvalidGroupIdException,2843,0,1,1,3,0,2,1,2,1122,2
2844,org_apache_kafka_clients_consumer_internals_SubscriptionStateTest_resetOffsetNoValidation,2844,1,1,0,28,0,10,4,7,645,10
2845,org_apache_kafka_streams_processor_internals_metrics_StreamsMetricsImpl_removeAllNodeLevelSensors,2845,0,2,3,9,1,1,1,1,415,2
2846,org_apache_kafka_clients_consumer_Consumer_position,2846,0,1,1,4,0,0,0,0,22,0
2847,org_apache_kafka_connect_runtime_WorkerSinkTask_recordCommitFailure,2847,0,1,2,3,0,1,1,1,193,1
2848,org_apache_kafka_clients_consumer_ConsumerPartitionAssignor_onAssignment,2848,0,1,2,7,0,0,0,0,633,0
2849,org_apache_kafka_common_record_LegacyRecord_isValid,2849,0,1,0,6,3,0,0,0,89,3
2850,org_apache_kafka_clients_NetworkClient_discoverBrokerVersions,2850,0,1,0,3,0,0,0,0,230,0
2851,org_apache_kafka_streams_processor_internals_assignment_AssignmentTestUtils_hasStandbyTasks,2851,0,1,1,2,1,0,0,0,1000,1
2852,org_apache_kafka_streams_processor_internals_ProcessorContextImpl_transitionToActive,2852,0,2,3,9,1,1,1,1,396,2
2853,org_apache_kafka_connect_integration_RestExtensionIntegrationTest_extensionIsRegistered,2853,1,1,0,10,0,2,1,2,1123,2
2854,org_apache_kafka_connect_runtime_WorkerSourceTask_maybeThrowProducerSendException,2854,0,2,0,5,0,1,1,1,455,1
2855,org_apache_kafka_common_record_RecordsSend_RecordsSend,2855,0,1,3,5,0,0,0,0,712,0
2856,org_apache_kafka_test_TestUtils_clusterWith,2856,0,4,2,3,2,3,3,1,156,5
2857,org_apache_kafka_clients_ApiVersions_get,2857,0,1,1,3,0,0,0,0,625,0
2858,org_apache_kafka_clients_consumer_internals_AbstractStickyAssignor_assignPartition,2858,0,3,5,14,0,1,1,1,26,1
2859,org_apache_kafka_clients_producer_internals_Sender_isRunning,2859,0,1,0,3,0,0,0,0,651,0
2860,org_apache_kafka_common_security_oauthbearer_internals_unsecured_OAuthBearerValidationUtils_validateClaimForExistenceAndType,2860,0,4,4,18,0,2,1,2,291,2
2861,org_apache_kafka_streams_state_internals_InMemoryWindowStore_fetch,2861,0,3,4,17,7,2,2,1,1124,9
2862,org_apache_kafka_streams_processor_internals_Task_recordProcessBatchTime,2862,0,1,1,2,0,0,0,0,403,0
2863,org_apache_kafka_connect_runtime_isolation_DelegatingClassLoader_addPlugins,2863,0,3,2,12,0,1,1,1,348,1
2864,org_apache_kafka_message_VersionConditional_generateFullRangeCheck,2864,0,4,3,22,0,6,3,3,199,6
2865,org_apache_kafka_clients_consumer_internals_AbstractCoordinator_sendSyncGroupRequest,2865,0,2,1,4,1,3,2,2,27,4
2866,org_apache_kafka_tools_ClientCompatibilityTest_testConsume,2866,0,11,1,2,1,10,4,6,554,11
2867,org_apache_kafka_streams_processor_internals_assignment_SubscriptionInfo_standbyTasks,2867,0,3,0,2,2,0,0,0,413,2
2868,org_apache_kafka_common_resource_ResourcePattern_isUnknown,2868,0,1,0,6,0,0,0,0,1125,0
2869,org_apache_kafka_common_requests_ListGroupsRequest_ListGroupsRequest,2869,0,1,2,4,0,1,1,1,1126,1
2870,org_apache_kafka_common_requests_CreateDelegationTokenResponse_parse,2870,0,1,2,3,1,1,1,1,92,2
2871,org_apache_kafka_clients_consumer_internals_AbstractCoordinatorTest_setupCoordinator,2871,0,1,1,13,2,16,12,4,37,18
2872,org_apache_kafka_streams_processor_internals_InternalTopologyBuilderTest_testAddMoreThanOnePatternSourceNode,2872,1,1,0,8,0,2,1,2,991,2
2873,org_apache_kafka_clients_producer_KafkaProducer_initTransactions,2873,0,1,0,30,2,4,4,1,39,6
2874,org_apache_kafka_streams_kstream_RepartitionTopicNamingTest_buildStreamGroupByKeyTimeWindows,2874,0,4,2,2,0,10,7,2,937,10
2875,org_apache_kafka_streams_kstream_StreamJoined_with,2875,0,1,2,17,2,0,0,0,931,2
2876,org_apache_kafka_common_config_AbstractConfig_originalsWithPrefix,2876,0,1,1,16,1,0,0,0,59,1
2877,org_apache_kafka_clients_consumer_ConsumerConfig_ConsumerConfig,2877,0,1,2,3,0,3,1,3,1127,3
2878,org_apache_kafka_clients_consumer_RoundRobinAssignor_assign,2878,0,4,2,15,1,5,3,3,1128,6
2879,org_apache_kafka_clients_admin_AlterConsumerGroupOffsetsResult_all,2879,0,3,0,5,0,1,1,1,1129,1
2880,org_apache_kafka_streams_processor_internals_StreamsProducer_resetProducer,2880,0,2,0,12,0,3,3,1,988,3
2881,org_apache_kafka_connect_runtime_WorkerTask_shouldPause,2881,0,1,0,3,0,0,0,0,191,0
2882,org_apache_kafka_streams_kstream_internals_NamedInternal_empty,2882,0,1,0,3,1,0,0,0,501,1
2883,org_apache_kafka_connect_util_ConnectorTaskId_ConnectorTaskId,2883,0,1,2,4,0,0,0,0,1130,0
2884,org_apache_kafka_common_utils_ByteUtils_writeUnsignedInt,2884,0,1,2,8,0,0,0,0,141,0
2885,org_apache_kafka_connect_storage_KafkaStatusBackingStore_serialize,2885,0,2,1,8,0,7,3,4,815,7
2886,org_apache_kafka_trogdor_coordinator_CoordinatorClient_task,2886,0,1,1,7,1,2,2,1,1075,3
2887,org_apache_kafka_clients_consumer_internals_FetcherTest_seekAndConsumeRecord,2887,0,1,2,12,2,9,8,2,238,11
2888,org_apache_kafka_common_utils_ImplicitLinkedHashCollection_remove,2888,0,2,1,14,2,0,0,0,146,2
2889,org_apache_kafka_common_acl_AclBinding_toFilter,2889,0,1,0,6,0,3,3,1,1131,3
2890,org_apache_kafka_streams_state_internals_AbstractMergedSortedCacheStoreIterator_nextStoreValue,2890,0,2,1,7,1,0,0,0,534,1
2891,org_apache_kafka_clients_consumer_internals_SubscriptionStateTest_testMaybeCompleteValidationAfterOffsetReset,2891,1,1,0,16,0,8,2,7,645,8
2892,org_apache_kafka_streams_state_internals_ChangeLoggingTimestampedWindowBytesStoreTest_init,2892,0,1,0,9,0,4,4,1,1132,4
2893,org_apache_kafka_clients_consumer_internals_FetcherMetricsRegistry_FetcherMetricsRegistry,2893,0,1,2,36,2,1,1,1,1133,3
2894,org_apache_kafka_connect_runtime_distributed_WorkerGroupMember_requestRejoin,2894,0,1,0,3,0,1,1,1,874,1
2895,org_apache_kafka_clients_producer_internals_SenderMetricsRegistry_createTopicTemplate,2895,0,1,2,3,1,0,0,0,652,1
2896,org_apache_kafka_streams_processor_internals_metrics_StreamsMetricsImpl_clientLevelTagMap,2896,0,1,0,5,0,0,0,0,415,0
2897,org_apache_kafka_common_metrics_Metrics_metrics,2897,0,1,0,6,9,5,3,2,63,14
2898,org_apache_kafka_streams_processor_internals_ProcessorTopologyTest_createConnectedStateStoreTopology,2898,0,1,1,2,0,6,3,3,527,6
2899,org_apache_kafka_common_config_AbstractConfigTest_testValidInputs,2899,0,1,1,11,0,1,1,1,1134,1
2900,org_apache_kafka_connect_connector_Connector_stop,2900,0,1,0,4,0,0,0,0,799,0
2901,org_apache_kafka_clients_producer_KafkaProducer_throwIfInvalidGroupMetadata,2901,0,3,1,8,0,2,1,2,39,2
2902,org_apache_kafka_clients_consumer_Consumer_resume,2902,0,1,1,4,0,0,0,0,22,0
2903,org_apache_kafka_connect_runtime_rest_entities_ServerInfo_clusterId,2903,0,1,0,3,0,0,0,0,351,0
2904,org_apache_kafka_common_security_oauthbearer_internals_unsecured_OAuthBearerValidationResult_failureScope,2904,0,1,0,7,0,0,0,0,134,0
2905,org_apache_kafka_test_GenericInMemoryTimestampedKeyValueStore_put,2905,0,2,2,8,0,0,0,0,1135,0
2906,org_apache_kafka_clients_producer_MockProducer_fenceProducer,2906,0,1,0,5,2,0,0,0,38,2
2907,org_apache_kafka_clients_admin_Admin_createPartitions,2907,0,1,1,27,1,1,1,1,6,2
2908,org_apache_kafka_tools_VerifiableProducer_run,2908,0,4,1,14,4,2,1,2,603,6
2909,org_apache_kafka_connect_runtime_distributed_IncrementalCooperativeAssignorTest_taskConfigs,2909,0,1,3,2,0,0,0,0,349,0
2910,org_apache_kafka_streams_TestInputTopic_getTimestampAndAdvance,2910,0,1,0,5,0,0,0,0,373,0
2911,org_apache_kafka_clients_producer_internals_DefaultPartitioner_partition,2911,0,2,7,16,1,4,3,2,1136,5
2912,org_apache_kafka_common_security_oauthbearer_internals_unsecured_OAuthBearerScopeUtils_isValidScopeItem,2912,0,1,1,11,0,0,0,0,290,0
2913,org_apache_kafka_streams_state_internals_ChangeLoggingSessionBytesStoreTest_init,2913,0,1,0,9,0,4,4,1,1137,4
2914,org_apache_kafka_clients_consumer_internals_AbstractPartitionAssignor_put,2914,0,1,3,2,0,0,0,0,237,0
2915,org_apache_kafka_clients_producer_internals_TransactionManager_coordinator,2915,0,3,1,10,0,0,0,0,46,0
2916,org_apache_kafka_connect_runtime_rest_RestServer_RestServer,2916,0,1,1,11,1,1,1,1,887,2
2917,org_apache_kafka_streams_processor_internals_metrics_StreamsMetricsImpl_parentSensors,2917,0,1,0,6,0,0,0,0,415,0
2918,org_apache_kafka_common_record_MemoryRecordsBuilder_isFull,2918,0,1,0,3,1,0,0,0,91,1
2919,org_apache_kafka_common_requests_CreateAclsRequest_aclCreation,2919,0,1,1,3,0,9,3,4,724,9
2920,org_apache_kafka_common_config_ConfigDef_embeddedValidator,2920,0,2,2,3,0,0,0,0,48,0
2921,org_apache_kafka_clients_producer_KafkaProducer_configureTransactionState,2921,0,4,2,15,0,7,3,4,39,7
2922,org_apache_kafka_connect_integration_TaskHandle_awaitCommits,2922,0,1,1,17,1,1,1,1,477,2
2923,org_apache_kafka_streams_processor_internals_assignment_TaskMovement_moveStandbyAndTryToWarmUp,2923,0,2,4,8,0,2,1,2,592,2
2924,org_apache_kafka_streams_state_internals_MergedSortedCacheWrappedWindowStoreKeyValueIteratorTest_convertKeyValuePair,2924,0,1,1,4,1,2,2,1,1138,3
2925,org_apache_kafka_streams_processor_internals_TaskManager_maybeCommitActiveTasksPerUserRequested,2925,0,4,0,17,2,2,1,2,404,4
2926,org_apache_kafka_clients_NetworkClientTest_sendThrottledProduceResponse,2926,0,1,2,4,1,0,0,0,21,1
2927,org_apache_kafka_streams_StreamsConfig_producerPrefix,2927,0,1,1,8,0,0,0,0,600,0
2928,org_apache_kafka_streams_state_internals_FilteredCacheIteratorTest_shouldNotHaveNextIfHasNextConditionNotMet,2928,1,1,0,5,0,2,1,2,1139,2
2929,org_apache_kafka_streams_errors_InvalidStateStoreException_InvalidStateStoreException,2929,0,1,1,3,0,3,1,3,1140,3
2930,org_apache_kafka_common_MetricNameTemplate_MetricNameTemplate,2930,0,1,4,10,2,0,0,0,661,2
2931,org_apache_kafka_streams_internals_metrics_ClientMetrics_addVersionMetric,2931,0,1,1,3,0,1,1,1,1141,1
2932,org_apache_kafka_streams_tests_EosTestDriver_addRecord,2932,0,2,3,2,1,3,2,2,1068,4
2933,org_apache_kafka_streams_integration_MetricsIntegrationTest_closeApplication,2933,1,1,0,2,0,3,2,2,213,3
2934,org_apache_kafka_clients_consumer_MockConsumerTest_endOffsetsShouldBeIdempotent,2934,1,1,0,11,0,3,2,2,1142,3
2935,org_apache_kafka_common_InvalidRecordException_InvalidRecordException,2935,0,1,1,3,0,2,1,2,1143,2
2936,org_apache_kafka_common_network_SaslChannelBuilder_maybeAddNativeGssapiCredentials,2936,0,2,1,26,1,5,3,3,579,6
2937,org_apache_kafka_streams_kstream_internals_foreignkeyjoin_SubscriptionWrapper_getInstruction,2937,0,1,0,3,0,0,0,0,967,0
2938,org_apache_kafka_clients_consumer_internals_ConsumerCoordinator_fetchCommittedOffsets,2938,0,9,2,41,1,10,4,5,29,11
2939,org_apache_kafka_connect_runtime_WorkerSinkTask_deliverMessages,2939,0,4,0,29,3,7,5,3,193,10
2940,org_apache_kafka_jmh_metadata_MetadataRequestBenchmark_initializeMetadataCache,2940,0,1,0,2,0,0,0,0,363,0
2941,org_apache_kafka_clients_consumer_internals_OffsetsForLeaderEpochClient_OffsetsForLeaderEpochClient,2941,0,1,2,3,0,1,1,1,1144,1
2942,org_apache_kafka_streams_processor_internals_assignment_AssignorConfiguration_AssignmentConfigs,2942,0,1,4,3,0,0,0,0,532,0
2943,org_apache_kafka_common_internals_Topic_validate,2943,0,5,1,6,2,0,0,0,1145,2
2944,org_apache_kafka_clients_consumer_internals_AbstractCoordinatorTest_joinGroupWithProtocolTypeAndName,2944,0,3,3,2,4,5,3,2,37,9
2945,org_apache_kafka_common_cache_Cache_get,2945,0,1,1,6,0,0,0,0,1146,0
2946,org_apache_kafka_streams_state_internals_RocksDBStore_putIfAbsent,2946,0,2,2,8,2,0,0,0,423,2
2947,org_apache_kafka_connect_runtime_Worker_connectorStatusMetricsGroup,2947,0,1,0,3,0,0,0,0,197,0
2948,org_apache_kafka_common_metrics_Sensor_shouldRecord,2948,0,1,0,6,0,1,1,1,253,1
2949,org_apache_kafka_common_security_kerberos_NoMatchingRule_NoMatchingRule,2949,0,1,1,3,0,0,0,0,1147,0
2950,org_apache_kafka_common_utils_Time_hiResClockMs,2950,0,1,0,6,1,0,0,0,604,1
2951,org_apache_kafka_trogdor_workload_PayloadIterator_next,2951,0,1,0,3,0,1,1,1,452,1
2952,org_apache_kafka_common_metrics_MetricConfig_samples,2952,0,2,1,5,0,0,0,0,65,0
2953,org_apache_kafka_connect_runtime_Worker_taskIds,2953,0,1,0,6,0,0,0,0,197,0
2954,org_apache_kafka_streams_state_internals_RocksDBStoreTest_getKeyValueEntries,2954,0,1,0,7,0,1,1,1,543,1
2955,org_apache_kafka_clients_consumer_internals_AbstractCoordinator_hasMatchingGenerationId,2955,0,1,1,8,0,0,0,0,27,0
2956,org_apache_kafka_connect_runtime_WorkerSourceTaskTest_expectSendRecordAnyTimes,2956,0,1,0,3,1,0,0,0,342,1
2957,org_apache_kafka_clients_producer_internals_TransactionManagerTest_sendProduceResponse,2957,0,1,4,3,3,1,1,1,54,4
2958,org_apache_kafka_common_record_DefaultRecordBatch_timestampType,2958,0,1,0,3,1,0,0,0,90,1
2959,org_apache_kafka_common_memory_MemoryPool_isOutOfMemory,2959,0,1,0,8,0,0,0,0,251,0
2960,org_apache_kafka_streams_processor_internals_InternalTopologyBuilder_sourceTopicsForStore,2960,0,1,1,3,1,0,0,0,395,1
2961,org_apache_kafka_common_metrics_Metrics_metricInstance,2961,0,2,2,9,3,5,2,4,63,8
2962,org_apache_kafka_connect_sink_SinkTask_start,2962,0,1,1,5,0,0,0,0,811,0
2963,org_apache_kafka_connect_data_Values_inferSchema,2963,0,19,1,65,0,4,2,3,163,4
2964,org_apache_kafka_clients_admin_TopicListing_isInternal,2964,0,1,0,7,0,0,0,0,1148,0
2965,org_apache_kafka_connect_runtime_distributed_DistributedHerder_deleteConnectorConfig,2965,0,3,2,2,1,0,0,0,461,1
2966,org_apache_kafka_common_network_SelectorTest_verifyNonEmptyImmediatelyConnectedKeys,2966,0,1,1,6,0,0,0,0,78,0
2967,org_apache_kafka_message_MessageSpec_flexibleVersions,2967,0,1,0,3,0,0,0,0,907,0
2968,org_apache_kafka_connect_storage_KafkaConfigBackingStore_KafkaConfigBackingStore,2968,0,2,3,11,2,2,2,1,814,4
2969,org_apache_kafka_common_network_Selectable_close,2969,0,1,1,4,0,0,0,0,267,0
2970,org_apache_kafka_streams_processor_internals_metrics_TaskMetrics_enforcedProcessingSensor,2970,0,1,4,3,1,0,0,0,409,1
2971,org_apache_kafka_connect_runtime_WorkerTestUtils_newTasks,2971,0,1,2,2,0,0,0,0,869,0
2972,org_apache_kafka_connect_connector_ConnectRecord_valueSchema,2972,0,1,0,3,0,0,0,0,159,0
2973,org_apache_kafka_clients_producer_internals_Sender_reenqueueBatch,2973,0,1,2,5,1,2,2,1,651,3
2974,org_apache_kafka_streams_integration_KStreamAggregationDedupIntegrationTest_startStreams,2974,0,1,0,4,0,3,2,2,1149,3
2975,org_apache_kafka_streams_state_internals_InMemoryTimeOrderedKeyValueBuffer_init,2975,0,1,2,2,3,9,5,4,1020,12
2976,org_apache_kafka_trogdor_common_StringFormatter_durationString,2976,0,4,1,24,0,0,0,0,1150,0
2977,org_apache_kafka_streams_integration_GlobalThreadShutDownOrderTest_populateTopics,2977,0,1,1,3,0,4,4,1,1151,4
2978,org_apache_kafka_streams_kstream_TransformerSupplier_get,2978,0,1,0,8,0,0,0,0,1152,0
2979,org_apache_kafka_streams_kstream_SessionWindowedCogroupedKStream_aggregate,2979,0,1,3,47,0,0,0,0,1153,0
2980,org_apache_kafka_connect_converters_NumberConverter_fromConnectHeader,2980,0,1,4,3,1,0,0,0,850,1
2981,org_apache_kafka_clients_admin_DescribeClusterResult_DescribeClusterResult,2981,0,1,4,6,0,0,0,0,616,0
2982,org_apache_kafka_common_serialization_Serdes_Double,2982,0,1,0,6,0,0,0,0,783,0
2983,org_apache_kafka_trogdor_agent_AgentClient_status,2983,0,1,0,6,1,0,0,0,1070,1
2984,org_apache_kafka_streams_state_internals_metrics_NamedCacheMetrics_hitRatioSensor,2984,0,2,4,8,0,3,1,3,1154,3
2985,org_apache_kafka_common_record_DefaultRecordBatch_compressedIterator,2985,0,2,2,20,0,0,0,0,90,0
2986,org_apache_kafka_common_record_AbstractLegacyRecordBatch_timestamp,2986,0,1,0,3,1,1,1,1,85,2
2987,org_apache_kafka_streams_errors_TaskIdFormatException_TaskIdFormatException,2987,0,1,1,3,0,3,1,3,1155,3
2988,org_apache_kafka_connect_transforms_InsertFieldTest_insertKeyFieldsIntoTombstoneEvent,2988,1,1,0,17,0,5,3,2,828,5
2989,org_apache_kafka_streams_processor_internals_StreamThread_setNow,2989,0,1,1,3,0,0,0,0,402,0
2990,org_apache_kafka_common_record_DefaultRecord_sizeOfBodyInBytes,2990,0,1,5,7,2,2,1,2,82,4
2991,org_apache_kafka_common_requests_RequestUtils_getLeaderEpoch,2991,0,1,1,3,0,0,0,0,1156,0
2992,org_apache_kafka_common_protocol_types_Schema_Schema,2992,0,3,2,20,1,3,3,1,597,4
2993,org_apache_kafka_streams_integration_utils_EmbeddedKafkaCluster_putIfAbsent,2993,0,2,3,5,0,0,0,0,439,0
2994,org_apache_kafka_streams_kstream_internals_KTableImpl_buildSuppress,2994,0,3,2,15,0,2,2,1,382,2
2995,org_apache_kafka_common_record_LegacyRecord_computeChecksum,2995,0,1,5,26,1,8,3,4,89,9
2996,org_apache_kafka_common_acl_AccessControlEntry_permissionType,2996,0,1,0,6,0,1,1,1,654,1
2997,org_apache_kafka_streams_processor_internals_InternalTopologyBuilderTest_shouldCorrectlyMapStateStoreToInternalTopics,2997,1,1,0,10,0,7,2,6,991,7
2998,org_apache_kafka_streams_processor_internals_ActiveTaskCreator_streamsProducerForTask,2998,0,3,1,10,0,0,0,0,979,0
2999,org_apache_kafka_connect_storage_KafkaConfigBackingStoreTest_expectRead,2999,0,2,2,5,3,2,2,1,818,5
3000,org_apache_kafka_clients_producer_internals_TransactionManager_TransactionManager,3000,0,1,6,2,0,1,1,1,46,1
3001,org_apache_kafka_common_utils_AppInfoParser_getVersion,3001,0,1,0,3,0,0,0,0,1157,0
3002,org_apache_kafka_message_MessageDataGenerator_generateClassToJson,3002,1,4,3,2,0,0,0,0,479,0
3003,org_apache_kafka_clients_consumer_internals_SubscriptionStateTest_testTruncationDetectionUnknownDivergentOffsetWithResetPolicy,3003,1,1,0,16,0,9,3,7,645,9
3004,org_apache_kafka_common_config_ConfigException_ConfigException,3004,0,1,3,3,1,2,1,2,1158,3
3005,org_apache_kafka_connect_storage_SimpleHeaderConverterTest_roundTrip,3005,0,1,2,4,0,2,1,2,1159,2
3006,org_apache_kafka_streams_state_internals_WindowStoreBuilder_WindowStoreBuilder,3006,0,1,4,9,0,4,3,2,1160,4
3007,org_apache_kafka_streams_processor_ProcessorContext_forward,3007,0,1,3,10,0,0,0,0,463,0
3008,org_apache_kafka_connect_transforms_TimestampConverter_applyValueWithSchema,3008,0,4,2,17,2,7,3,4,173,9
3009,org_apache_kafka_common_config_AbstractConfig_getPassword,3009,0,1,1,3,1,0,0,0,59,1
3010,org_apache_kafka_common_requests_CreatePartitionsResponse_CreatePartitionsResponse,3010,0,1,2,4,0,0,0,0,1161,0
3011,org_apache_kafka_common_requests_ControlledShutdownRequest_ControlledShutdownRequest,3011,0,1,2,4,0,1,1,1,722,1
3012,org_apache_kafka_connect_transforms_FlattenTest_testNestedMapWithDelimiter,3012,1,1,0,29,0,5,3,2,829,5
3013,org_apache_kafka_common_utils_MockTime_MockTime,3013,0,1,0,5,2,0,0,0,298,2
3014,org_apache_kafka_streams_kstream_internals_KTableImpl_queryableStoreName,3014,0,1,0,3,0,0,0,0,382,0
3015,org_apache_kafka_common_requests_CreateAclsRequest_CreateAclsRequest,3015,0,1,2,5,1,1,1,1,724,2
3016,org_apache_kafka_connect_runtime_AbstractHerder_mergeConfigInfos,3016,0,3,2,13,0,4,1,4,335,4
3017,org_apache_kafka_streams_processor_internals_Task_isActive,3017,0,1,0,1,0,0,0,0,403,0
3018,org_apache_kafka_trogdor_rest_TasksResponse_TasksResponse,3018,0,1,1,3,0,0,0,0,1162,0
3019,org_apache_kafka_clients_producer_internals_TransactionManager_producerIdAndEpoch,3019,0,1,0,6,0,0,0,0,46,0
3020,org_apache_kafka_clients_producer_internals_RecordAccumulatorTest_expectedNumAppendsNoKey,3020,0,3,1,13,0,1,1,1,242,1
3021,org_apache_kafka_clients_consumer_internals_SubscriptionStateTest_verifyAssignmentId,3021,1,1,0,16,0,8,2,7,645,8
3022,org_apache_kafka_common_security_authenticator_SaslAuthenticatorTest_createAndCheckClientConnectionFailure,3022,0,1,2,10,2,1,1,1,127,3
3023,org_apache_kafka_connect_runtime_distributed_WorkerGroupMember_wakeup,3023,0,1,0,6,0,1,1,1,874,1
3024,org_apache_kafka_connect_transforms_FlattenTest_testOptionalFieldStruct,3024,1,1,0,17,0,12,6,3,829,12
3025,org_apache_kafka_streams_processor_internals_TaskManager_activeTaskStream,3025,0,1,0,2,0,0,0,0,404,0
3026,org_apache_kafka_clients_producer_internals_RecordAccumulator_getDeliveryTimeoutMs,3026,0,1,0,3,0,0,0,0,49,0
3027,org_apache_kafka_trogdor_workload_TimeIntervalTransactionsGenerator_TimeIntervalTransactionsGenerator,3027,0,1,1,7,1,0,0,0,1091,1
3028,org_apache_kafka_common_metrics_internals_IntGaugeSuite_IntGaugeSuite,3028,0,1,5,13,0,0,0,0,687,0
