,completename,nodeId,label,CC,PC,LOC,NCMIC,NCMEC,NECA,NAMFAEC,classID,NCM
617,io_realm_entities_AllTypesPrimaryKey_getColumnFloat,617,0,1,0,3,0,0,0,0,107,0
618,io_realm_OrderedRealmCollection_sort,618,0,1,2,11,0,0,0,0,91,0
619,io_realm_internal_UncheckedRow_getColumnType,619,0,1,1,3,1,0,0,0,23,1
620,io_realm_internal_Table_nativeMoveLastOver,620,0,1,2,1,0,0,0,0,45,0
621,io_realm_entities_pojo_RealmModelWithRealmModelField_setAllTypesRealmModel,621,0,1,1,3,0,0,0,0,193,0
622,io_realm_internal_JNITableTest_findFirst,622,1,3,0,40,0,14,3,9,194,14
623,io_realm_internal_OsList_nativeDelete,623,0,1,2,1,0,0,0,0,0,0
624,io_realm_internal_TableQuery_greaterThanOrEqual,624,0,1,3,5,0,0,0,0,12,0
625,io_realm_internal_OsList_nativeInsertDouble,625,0,1,3,1,0,0,0,0,0,0
626,io_realm_internal_OsResults_indexOf,626,0,1,1,4,1,1,1,1,37,2
627,io_realm_DynamicRealmObject_hasField,627,1,2,1,12,0,4,3,2,127,4
628,io_realm_entities_PrimaryKeyAsBoxedLong_setId,628,0,1,1,3,0,0,0,0,195,0
629,io_realm_RealmObjectTests_isValid_deletedObject,629,1,1,0,8,0,0,0,0,196,0
630,io_realm_entities_StringOnly_getChars,630,0,1,0,3,0,0,0,0,197,0
631,io_realm_internal_objectserver_EventStream_isOpen,631,0,1,0,5,0,0,0,0,185,0
632,io_realm_RealmQuery_getSourceRowIndexForFirstObject,632,0,3,0,3,0,1,1,1,62,1
633,io_realm_internal_objectstore_OsMongoCollection_OsMongoCollection,633,0,1,6,9,0,1,1,1,110,1
634,io_realm_RealmObjectTests_invalidSurrogates,634,1,1,0,25,0,6,3,3,159,6
635,io_realm_entities_DefaultValueSetter_setFieldBoolean,635,0,1,1,3,0,0,0,0,132,0
636,io_realm_internal_OsSharedRealm_nativeHasTable,636,0,1,2,1,0,0,0,0,16,0
637,io_realm_objectid_NullPrimaryKey_setName,637,0,1,1,1,0,0,0,0,198,0
638,io_realm_OrderedRealmCollectionImpl_OrderedRealmCollectionImpl,638,0,1,3,7,4,0,0,0,30,4
639,io_realm_internal_OsCollectionChangeSet_getError,639,0,1,0,3,0,0,0,0,10,0
640,io_realm_RealmResults_checkType,640,0,2,2,7,0,5,5,1,25,5
641,io_realm_BulkInsertTests_insertOrUpdate_managedObject,641,1,1,0,26,0,0,0,0,149,0
642,io_realm_internal_RealmProxyMediator_createDetachedCopy,642,0,1,3,9,0,0,0,0,9,0
643,io_realm_FrozenObjectsTests_copyToRealmOrUpdate,643,1,1,0,2,0,4,2,2,199,4
644,some_test_NullTypes_realmSet$fieldFloatNotNull,644,0,1,1,3,0,0,0,0,90,0
645,io_realm_RealmTests_copyFromRealm_invalidObjectThrows,645,1,1,0,18,0,0,0,0,152,0
646,io_realm_ManagedListOperator_deleteLast,646,1,1,0,3,0,2,1,2,20,2
647,io_realm_internal_RealmProxyMediator_checkClass,647,0,2,1,5,0,0,0,0,9,0
648,io_realm_MutableRealmInteger_valueOf,648,0,1,1,7,2,0,0,0,28,2
649,io_realm_entities_NullTypes_getFieldIntegerNull,649,0,1,0,3,0,0,0,0,67,0
650,io_realm_MutableRealmSchema_MutableRealmSchema,650,0,1,1,3,0,1,1,1,200,1
651,io_realm_entities_AnnotationIndexTypes_setNotIndexString,651,0,1,1,3,0,0,0,0,201,0
652,io_realm_internal_Table_nativeSetTimestamp,652,0,1,5,1,0,0,0,0,45,0
653,io_realm_internal_RealmNotifier_removeAllChangeListeners,653,0,1,0,3,0,1,1,1,18,1
654,io_realm_DynamicRealmObject_toString,654,0,23,0,177,1,23,5,17,127,24
655,io_realm_mongodb_mongo_iterable_MongoIterable_MongoIterable,655,0,1,4,6,0,0,0,0,202,0
656,io_realm_entities_NoPrimaryKeyNullTypes_setFieldStringNotNull,656,0,1,1,3,0,0,0,0,40,0
657,io_realm_RealmObjectSchemaTests_addIndexFieldModifier_illegalFieldTypeThrows,657,1,5,0,25,0,0,0,0,164,0
658,io_realm_mongodb_mongo_MongoNamespace_getDatatabaseNameFromFullName,658,0,2,1,7,0,0,0,0,1,0
659,io_realm_internal_objectstore_OsObjectBuilder_nativeAddInteger,659,0,1,3,1,0,0,0,0,179,0
660,io_realm_RealmObject_freeze,660,0,4,1,37,1,12,8,4,31,13
661,io_realm_examples_threads_model_Dot_getX,661,0,1,0,3,0,0,0,0,124,0
662,io_realm_internal_objectstore_OsAppCredentials_customFunction,662,0,1,1,4,2,1,1,1,203,3
663,io_realm_RealmConfigurationTests_schemaVersion_differentVersionsThrows,663,1,1,0,14,0,0,0,0,204,0
664,io_realm_entities_AllTypes_getColumnRealmObject,664,0,1,0,3,0,0,0,0,64,0
665,io_realm_Realm_copyFromRealm,665,0,1,1,23,8,0,0,0,22,8
666,io_realm_Realm_executeTransaction,666,0,3,1,33,0,7,2,6,22,7
667,io_realm_internal_Property_convertToRealmFieldType,667,0,22,1,104,0,0,0,0,205,0
668,io_realm_UnManagedOrderedRealmCollectionTests_unsupportedMethods_unManagedCollections,668,1,10,0,34,0,0,0,0,206,0
669,io_realm_internal_QueryDescriptorTests_getInstanceForSort_linkField,669,1,2,0,11,0,0,0,0,207,0
670,io_realm_internal_OsList_nativeSetObjectId,670,0,1,3,1,0,0,0,0,0,0
671,io_realm_OrderedRealmCollectionImpl_retainAll,671,0,1,1,7,0,0,0,0,30,0
672,io_realm_internal_ObserverPairList_size,672,0,1,0,3,0,0,0,0,99,0
673,io_realm_internal_async_RealmEventStreamTaskImpl_getEventStream,673,0,2,0,6,0,0,0,0,208,0
674,io_realm_internal_Table_nativeSetString,674,0,1,5,1,0,0,0,0,45,0
675,io_realm_internal_NativeObjectReference_NativeObjectReference,675,0,1,3,7,0,2,1,2,209,2
676,io_realm_examples_arch_livemodel_LiveRealmObject_LiveRealmObject,676,0,4,1,17,0,2,1,2,210,2
677,some_test_NullTypes_realmSet$fieldLongNull,677,0,1,1,3,0,0,0,0,90,0
678,io_realm_internal_Capabilities_checkCanDeliverNotification,678,0,1,1,5,0,0,0,0,211,0
679,io_realm_internal_JNITableTest_findFirstNonExisting,679,1,1,0,23,0,14,3,9,194,14
680,io_realm_examples_librarymodules_Zoo_getNoOfAnimals,680,0,1,0,3,0,2,2,1,212,2
681,io_realm_internal_objectstore_OsApp_switchUser,681,0,1,1,3,1,1,1,1,77,2
682,io_realm_RealmObjectSchemaTests_addPrimaryKeyFieldModifier_duplicateValues,682,1,3,0,19,0,0,0,0,213,0
683,io_realm_internal_Table_setBinaryByteArray,683,0,1,4,4,2,0,0,0,45,2
684,io_realm_rx_ObjectChange_ObjectChange,684,0,1,2,9,0,0,0,0,214,0
685,io_realm_internal_network_StreamNetworkTransport_StreamNetworkTransport,685,0,1,2,4,0,0,0,0,215,0
686,io_realm_internal_Table_nativeSetLink,686,0,1,5,1,0,0,0,0,45,0
687,io_realm_BaseRealm_commitTransaction,687,0,1,0,10,1,1,1,1,95,2
688,io_realm_internal_OsSchemaInfo_getObjectSchemaInfo,688,0,1,1,3,1,1,1,1,174,2
689,io_realm_entities_NullTypes_getFieldDateListNull,689,0,1,0,3,0,0,0,0,67,0
690,io_realm_entities_AnnotationIndexTypes_setIndexInt,690,0,1,1,3,0,0,0,0,201,0
691,io_realm_internal_OsCollectionChangeSet_OsCollectionChangeSet,691,0,1,2,5,0,1,1,1,10,1
692,io_realm_RealmCache_getRefCounter,692,0,3,2,3,0,1,1,1,83,1
693,io_realm_internal_OsResults_addTypeSpecificList,693,0,1,3,10,2,3,1,3,37,5
694,io_realm_OrderedRealmCollection_createSnapshot,694,0,1,0,8,0,0,0,0,91,0
695,io_realm_OrderedRealmCollectionImpl_first,695,0,1,0,6,2,0,0,0,30,2
696,io_realm_entities_NullTypes_setFieldByteNull,696,0,1,1,3,0,0,0,0,67,0
697,io_realm_OrderedRealmCollectionImpl_addAll,697,0,1,2,7,0,0,0,0,30,0
698,io_realm_internal_OsResults_setDateList,698,0,1,2,8,1,0,0,0,37,1
699,io_realm_internal_objectstore_OsAppCredentials_OsAppCredentials,699,0,1,1,3,0,0,0,0,203,0
700,io_realm_mongodb_mongo_events_UpdateDescription_toBsonDocument,700,0,2,0,15,2,0,0,0,188,2
701,io_realm_ManagedRealmCollectionTests_aggregates_deleteLastRow,701,1,1,0,15,0,0,0,0,216,0
702,io_realm_internal_ObserverPairList_foreach,702,0,5,1,22,0,0,0,0,99,0
703,io_realm_processor_RealmBacklinkProcessorTest_createBacklinkTestClass,703,0,1,0,3,0,0,0,0,217,0
704,io_realm_internal_log_obfuscator_ApiKeyObfuscator_getPatterns,704,0,1,0,5,0,0,0,0,187,0
705,io_realm_internal_OsObject_nativeCreateRowWithStringPrimaryKey,705,0,1,4,1,0,0,0,0,13,0
706,io_realm_internal_Row_getColumnType,706,0,1,1,6,0,0,0,0,14,0
707,io_realm_examples_rxjava_gotchas_GotchasActivity_testDistinct,707,0,1,0,5,0,1,1,1,218,1
708,io_realm_internal_Row_isLoaded,708,0,1,0,4,0,0,0,0,14,0
709,some_test_Simple_realmGet$name,709,0,1,0,3,0,0,0,0,219,0
710,io_realm_RealmConfiguration_forRecovery,710,0,1,3,3,1,0,0,0,32,1
711,io_realm_RealmObject_asChangesetObservable,711,0,1,0,45,1,5,4,2,31,6
712,io_realm_RealmTests_copyToRealm_cyclicObjectReferences,712,1,1,0,25,0,0,0,0,191,0
713,io_realm_Realm_init,713,0,1,1,36,2,0,0,0,22,2
714,io_realm_BaseRealm_deleteAll,714,0,2,0,10,2,4,3,2,95,6
715,io_realm_internal_UncheckedRow_nativeSetBoolean,715,0,1,3,1,0,0,0,0,23,0
716,io_realm_RealmListTests_add_managedObjectToManagedList,716,1,1,0,9,0,0,0,0,220,0
717,some_test_AllTypes_realmSet$columnObject,717,0,1,1,3,0,0,0,0,87,0
718,io_realm_internal_objectstore_OsSyncUser_nativeGetLocalIdentity,718,0,1,1,1,0,0,0,0,79,0
719,io_realm_RealmModelTests_realmModelWithRealmListOfRealmObject,719,1,2,0,22,0,17,7,6,221,17
720,io_realm_mongodb_sync_SyncSession_nativeAddConnectionListener,720,0,1,2,1,0,0,0,0,48,0
721,io_realm_mongodb_sync_SyncSession_checkTimeout,721,0,3,2,8,0,0,0,0,48,0
722,io_realm_examples_intro_IntroExampleActivity_basicCRUD,722,0,1,1,2,1,5,3,2,222,6
723,io_realm_internal_Row_createEmbeddedObject,723,0,1,2,1,0,0,0,0,14,0
724,io_realm_mongodb_sync_SyncSession_waitForChanges,724,0,8,3,54,2,2,2,1,48,4
725,io_realm_internal_OsList_nativeSetFloat,725,0,1,3,1,0,0,0,0,0,0
726,io_realm_rx_CollectionChange_CollectionChange,726,0,1,2,9,0,0,0,0,223,0
727,io_realm_DynamicRealmTests_createObject_withNullStringPrimaryKey,727,1,1,0,6,0,0,0,0,224,0
728,io_realm_OrderedRealmCollectionImpl_last,728,0,1,1,6,2,0,0,0,30,2
729,some_test_Booleans_realmGet$anotherBoolean,729,0,1,0,3,0,0,0,0,135,0
730,io_realm_internal_UncheckedRow_setDate,730,0,2,2,8,1,1,1,1,23,2
731,io_realm_internal_Table_nativeHasSearchIndex,731,0,1,2,1,0,0,0,0,45,0
732,io_realm_RealmObjectTests_equals_mixedCustomMethod,732,1,1,0,11,0,0,0,0,157,0
733,io_realm_internal_Capabilities_isMainThread,733,0,1,0,5,0,0,0,0,211,0
734,io_realm_internal_RealmProxyMediator_createUsingJsonStream,734,0,1,3,9,0,0,0,0,9,0
735,io_realm_internal_OsList_nativeAddBinary,735,0,1,2,1,0,0,0,0,0,0
736,io_realm_internal_OsObjectStore_nativeDeleteTableForObject,736,0,1,2,1,0,0,0,0,6,0
737,io_realm_rule_RunInLooperThread_postRunnable,737,0,1,1,6,1,0,0,0,176,1
738,io_realm_internal_ObjectServerFacade_createNativeSyncSession,738,0,1,1,2,0,0,0,0,5,0
739,io_realm_internal_OsList_nativeAddNull,739,0,1,1,1,0,0,0,0,0,0
740,ThreadStressTests_updateObjects,740,0,3,2,3,2,0,0,0,15,2
741,io_realm_internal_RealmProxyMediator_equals,741,0,2,1,7,1,0,0,0,9,1
742,io_realm_internal_TableQuery_nativeAverageDecimal128,742,0,1,2,1,0,0,0,0,12,0
743,io_realm_RealmModelListOperator_RealmModelListOperator,743,0,1,4,3,0,1,1,1,225,1
744,io_realm_TestHelper_populateAllNullRowsForNumericTesting,744,0,1,1,10,0,4,3,2,39,4
745,io_realm_entities_RandomPrimaryKey_getFieldRandomPrimaryKey,745,0,1,0,3,0,0,0,0,123,0
746,io_realm_RealmTests_callMutableMethodOutsideTransaction,746,1,5,0,134,0,0,0,0,57,0
747,io_realm_TestHelper_emulateRxJavaUnavailable,747,0,1,1,17,0,0,0,0,39,0
748,io_realm_RealmCache_invokeWithLock,748,0,1,1,3,0,0,0,0,83,0
749,some_test_NullTypes_realmGet$fieldBytesNull,749,0,1,0,3,0,0,0,0,90,0
750,some_test_NullTypes_realmGet$fieldIntegerNotNull,750,0,1,0,3,0,0,0,0,90,0
751,io_realm_TestHelper_deleteRecursively,751,0,6,1,16,1,0,0,0,39,1
752,io_realm_gradle_RealmPluginExtension_isSyncEnabled,752,0,1,0,3,0,0,0,0,226,0
753,io_realm_RealmObjectTests_deleteFromRealm_removedFromResults,753,1,1,0,29,0,0,0,0,227,0
754,io_realm_internal_OsResults_getUncheckedRow,754,0,1,1,3,1,1,1,1,37,2
755,io_realm_internal_OsResults_setFloatList,755,0,1,2,8,1,0,0,0,37,1
756,io_realm_entities_Dog_setHasTail,756,0,1,1,3,0,0,0,0,94,0
757,io_realm_internal_OsSchemaInfo_convertObjectSchemaInfoListToNativePointerArray,757,0,2,1,9,0,1,1,1,174,1
758,io_realm_RealmTests_deleteAll_realmWithMoreTables,758,1,1,0,2,0,0,0,0,228,0
759,io_realm_internal_UncheckedRow_nativeGetString,759,0,1,2,1,0,0,0,0,23,0
760,io_realm_RealmObjectTests_stringEncoding,760,1,3,0,18,0,7,5,3,159,7
761,io_realm_mongodb_sync_SyncSession_notifySessionError,761,0,4,3,28,0,4,3,2,48,4
762,io_realm_entities_BacklinksTarget_getId,762,0,1,0,3,0,0,0,0,97,0
763,io_realm_RealmObjectSchema_hasIndex,763,0,1,1,12,2,2,1,2,61,4
764,io_realm_internal_objectstore_OsMongoCollection_findOneInternal,764,0,3,4,26,0,0,0,0,110,0
765,io_realm_log_RealmLog_fatal,765,0,1,2,9,3,0,0,0,33,3
766,io_realm_internal_TableQuery_nativeMaximumInt,766,0,1,2,1,0,0,0,0,12,0
767,io_realm_internal_OsRealmConfig_nativeSetCompactOnLaunchCallback,767,0,1,2,3,0,0,0,0,84,0
768,io_realm_log_RealmLog_nativeAddLogger,768,0,1,1,1,0,0,0,0,33,0
769,io_realm_internal_jni_JniBsonProtocol_decode,769,0,1,2,17,2,1,1,1,115,3
770,io_realm_internal_objectstore_OsSyncUser_getBirthday,770,0,1,0,3,1,0,0,0,79,1
771,io_realm_CollectionTests_fillObject,771,0,1,3,10,0,8,1,8,128,8
772,io_realm_entities_AllTypes_setColumnBoolean,772,0,1,1,3,0,0,0,0,64,0
773,io_realm_entities_NullTypes_getFieldLongListNotNull,773,0,1,0,3,0,0,0,0,67,0
774,io_realm_Realm_createAllFromJson,774,0,2,2,36,1,8,4,2,22,9
775,io_realm_internal_async_RealmAsyncTaskImpl_RealmAsyncTaskImpl,775,0,1,2,4,0,0,0,0,229,0
776,io_realm_entities_AllTypes_getColumnDoubleList,776,0,1,0,3,0,0,0,0,64,0
777,io_realm_ManagedRealmListForValueTests_setUp,777,1,13,0,108,2,26,4,20,103,28
778,some_test_AllTypes_realmSet$columnString,778,0,1,1,3,0,0,0,0,87,0
779,io_realm_internal_events_ChangeEvent_fromBsonDocument,779,0,4,3,38,2,4,4,1,116,6
780,io_realm_ProxyState_removeAllChangeListeners,780,0,2,0,8,0,2,2,1,60,2
781,io_realm_internal_OsResults_setNull,781,0,1,1,3,1,0,0,0,37,1
782,io_realm_RealmTests_copyFromRealm_sameObjectDifferentDepths,782,1,1,0,21,0,0,0,0,152,0
783,io_realm_internal_objectstore_OsSyncUser_getIdentities,783,0,2,0,8,1,1,1,1,79,2
784,io_realm_entities_Dog_getAge,784,0,1,0,3,0,0,0,0,94,0
785,io_realm_RealmModelTests_realmModelWithRealmListOfRealmModel,785,1,2,0,22,0,15,6,6,221,15
786,io_realm_entities_IOSAllTypes_getChild,786,0,1,0,3,0,0,0,0,106,0
787,io_realm_Realm_createInstance,787,0,1,1,7,2,0,0,0,22,2
788,io_realm_entities_BacklinksTarget_getParents,788,0,1,0,3,0,0,0,0,97,0
789,io_realm_RealmObjectSchema_setClassName,789,0,1,1,9,0,0,0,0,61,0
790,io_realm_internal_OsSharedRealmTests_getTable,790,1,1,0,8,0,6,2,5,21,6
791,io_realm_RealmCollection_contains,791,0,1,1,8,0,0,0,0,96,0
792,io_realm_entities_NullTypes_getFieldBinaryListNotNull,792,0,1,0,3,0,0,0,0,67,0
793,io_realm_DynamicRealmObject_DynamicRealmObject,793,1,1,2,5,0,12,4,8,127,12
794,io_realm_internal_log_obfuscator_CustomFunctionObfuscator_obfuscator,794,0,1,0,8,2,0,0,0,230,2
795,io_realm_examples_unittesting_model_Person_setName,795,0,1,1,3,0,0,0,0,119,0
796,io_realm_internal_OsResults_isLoaded,796,0,1,0,3,0,0,0,0,37,0
797,io_realm_entities_AnnotationIndexTypes_setNotIndexLong,797,0,1,1,3,0,0,0,0,201,0
798,io_realm_RealmQueryTests_populateNoPrimaryKeyNullTypesRows,798,0,1,0,3,1,22,3,18,56,23
799,io_realm_internal_OsSharedRealm_nativeBeginTransaction,799,0,1,1,1,0,0,0,0,16,0
800,io_realm_FrozenObjectsTests_createDataForLiveRealm,800,0,3,1,2,0,1,1,1,199,1
801,io_realm_internal_objectstore_OsObjectBuilder_nativeAddObjectId,801,0,1,3,1,0,0,0,0,179,0
802,io_realm_internal_UncheckedRow_setDecimal128,802,0,2,2,9,2,1,1,1,23,3
803,io_realm_internal_Table_nativeAddPrimitiveListColumn,803,0,1,4,1,0,0,0,0,45,0
804,io_realm_RealmObjectSchema_getPropertyClassName,804,0,1,1,7,0,0,0,0,61,0
805,io_realm_internal_TableQuery_getTable,805,0,1,0,3,0,0,0,0,12,0
806,io_realm_MutableRealmInteger_increment,806,0,1,1,6,0,0,0,0,28,0
807,io_realm_RealmCollection_maxDate,807,0,1,1,9,0,0,0,0,96,0
808,io_realm_entities_AllJavaTypes_setFieldBoolean,808,0,1,1,3,0,0,0,0,109,0
809,io_realm_mongodb_sync_SyncSession_nativeRemoveProgressListener,809,0,1,3,1,0,0,0,0,48,0
810,io_realm_OrderedRealmCollectionIteratorTests_createCollection,810,0,7,3,29,0,9,5,4,231,9
811,io_realm_entities_pojo_RealmModelWithRealmModelField_getAllTypesRealmModel,811,0,1,0,3,0,0,0,0,193,0
812,io_realm_internal_RealmProxyMediator_getExpectedObjectSchemaInfoMap,812,0,1,0,6,0,0,0,0,9,0
813,io_realm_entities_DefaultValueSetter_setFieldFloat,813,0,1,1,3,0,0,0,0,132,0
814,io_realm_internal_UncheckedRow_nativeGetTimestamp,814,0,1,2,1,0,0,0,0,23,0
815,io_realm_internal_android_ISO8601Utils_checkOffset,815,0,1,3,10,0,0,0,0,232,0
816,io_realm_ManagedListOperator_setNull,816,0,1,1,3,0,1,1,1,20,1
817,some_test_AllTypes_realmGet$columnDouble,817,0,1,0,3,0,0,0,0,87,0
818,io_realm_internal_OsList_nativeSetRow,818,0,1,3,1,0,0,0,0,0,0
819,io_realm_internal_SyncObjectServerFacade_downloadInitialFullRealm,819,0,1,1,9,0,4,3,2,233,4
820,io_realm_RealmConfiguration_getPath,820,0,1,0,7,0,0,0,0,32,0
821,io_realm_entities_AnnotationTypes_setNotIndexString,821,0,1,1,3,0,0,0,0,234,0
822,io_realm_entities_pojo_PojoWithRealmListOfRealmObject_getColumnRealmList,822,0,1,0,3,0,0,0,0,108,0
823,io_realm_internal_TableQuery_lessThanOrEqual,823,0,1,3,5,0,0,0,0,12,0
824,io_realm_DynamicRealmObject_getFieldType,824,1,1,1,9,0,5,3,2,127,5
825,io_realm_internal_Table_nativeGetDouble,825,0,1,3,1,0,0,0,0,45,0
826,io_realm_RealmResults_setInt,826,0,1,2,13,3,2,2,1,25,5
827,io_realm_internal_ObjectServerFacade_getSyncFacadeIfPossible,827,0,2,0,6,0,0,0,0,5,0
828,io_realm_internal_OsSharedRealm_nativeCompact,828,0,1,1,1,0,0,0,0,16,0
829,io_realm_internal_OsSharedRealm_nativeCommitTransaction,829,0,1,1,1,0,0,0,0,16,0
830,io_realm_entities_DefaultValueSetter_setFieldBinary,830,0,1,1,3,0,0,0,0,132,0
831,io_realm_RealmMigrationTests_assertPKField,831,0,1,3,8,0,4,4,1,147,4
832,io_realm_internal_objectstore_OsObjectBuilder_OsObjectBuilder,832,0,1,2,10,1,4,2,3,179,5
833,io_realm_RealmCollection_isManaged,833,0,1,0,13,0,0,0,0,96,0
834,io_realm_internal_OsList_insertDate,834,0,2,2,8,2,0,0,0,0,2
835,io_realm_internal_OsList_nativeSetDecimal128,835,0,1,4,1,0,0,0,0,0,0
836,io_realm_internal_OsSharedRealm_nativeStopWaitForChange,836,0,1,1,1,0,0,0,0,16,0
837,io_realm_log_RealmLog_trace,837,0,1,2,9,3,0,0,0,33,3
838,io_realm_OrderedCollectionChangeSet_getChangeRanges,838,0,1,0,5,0,0,0,0,29,0
839,io_realm_mongodb_sync_Sync_nativeReconnect,839,0,1,1,1,0,0,0,0,235,0
840,io_realm_Realm_migrateRealm,840,0,1,2,10,1,1,1,1,22,2
841,io_realm_internal_OsCollectionChangeSet_isEmpty,841,0,1,0,6,0,0,0,0,10,0
842,io_realm_internal_OsObjectSchemaInfo_nativeGetPrimaryKeyProperty,842,0,1,1,1,0,0,0,0,73,0
843,io_realm_entities_CyclicType_getObjects,843,0,1,0,3,0,0,0,0,117,0
844,io_realm_internal_Row_getModelList,844,0,1,1,1,0,0,0,0,14,0
845,io_realm_internal_TestUtil_getDateFromTimestamp,845,0,1,2,4,0,0,0,0,236,0
846,io_realm_internal_OsSharedRealm_nativeRefresh,846,0,1,1,1,0,0,0,0,16,0
847,io_realm_internal_Row_getObjectId,847,0,1,1,1,0,0,0,0,14,0
848,io_realm_internal_OsList_addObjectId,848,0,2,1,8,2,0,0,0,0,2
849,io_realm_RealmObject_removeAllChangeListeners,849,0,1,0,18,1,6,5,2,31,7
850,io_realm_rule_RunWithRemoteService_triggerServiceStep,850,0,1,1,10,0,0,0,0,237,0
851,io_realm_internal_OsSharedRealmTests_close_twice,851,1,1,0,6,0,0,0,0,238,0
852,io_realm_DynamicRealm_createInstance,852,0,1,1,9,2,0,0,0,169,2
853,io_realm_entities_Owner_setName,853,0,1,1,3,0,0,0,0,65,0
854,io_realm_internal_Row_isValid,854,0,1,0,5,0,0,0,0,14,0
855,io_realm_RealmList_where,855,0,3,0,18,2,2,2,1,19,4
856,io_realm_entities_StringOnlyRequired_getChars,856,0,1,0,3,0,0,0,0,239,0
857,io_realm_RealmConfiguration_isSyncConfiguration,857,0,1,0,3,0,0,0,0,32,0
858,io_realm_RealmList_freeze,858,0,4,0,21,5,2,2,1,19,7
859,io_realm_RealmJsonTests_createObjectFromJson_decimal128AsString,859,1,1,0,9,0,0,0,0,54,0
860,io_realm_ObjectChangeSetTests_checkDeleted,860,0,1,1,12,0,2,2,1,240,2
861,io_realm_entities_NoPrimaryKeyNullTypes_setFieldByteNull,861,0,1,1,3,0,0,0,0,40,0
862,io_realm_internal_ObserverPairListTests_clear,862,1,1,0,7,0,3,1,3,35,3
863,io_realm_RealmObjectSchemaTests_checkAddedAndRemovable,863,1,1,1,5,0,2,1,2,162,2
864,some_test_NullTypes_realmSet$fieldFloatNull,864,0,1,1,3,0,0,0,0,90,0
865,io_realm_internal_ObjectServerFacade_realmClosed,865,0,1,1,5,0,0,0,0,5,0
866,io_realm_RealmAsyncQueryTests_findFirstAsync_withSorting,866,1,1,0,2,0,0,0,0,241,0
867,io_realm_internal_OsList_getQuery,867,0,1,0,6,1,1,1,1,0,2
868,io_realm_OrderedCollectionChangeSetTests_moveObjects,868,0,8,3,33,0,8,4,3,154,8
869,io_realm_DynamicRealm_createObject,869,0,1,2,13,0,11,7,2,169,11
870,io_realm_ManagedListOperator_removeAll,870,0,1,0,3,0,1,1,1,20,1
871,io_realm_internal_Table_findFirstObjectId,871,0,2,2,6,1,0,0,0,45,1
872,io_realm_mongodb_AppConfiguration_getCustomRequestHeaders,872,0,1,0,8,0,0,0,0,178,0
873,io_realm_internal_TableQuery_nativeMinimumInt,873,0,1,2,1,0,0,0,0,12,0
874,io_realm_internal_TableQuery_nativeValidateQuery,874,0,1,1,1,0,0,0,0,12,0
875,io_realm_internal_OsResults_setObject,875,0,4,2,18,2,1,1,1,37,3
876,io_realm_internal_EmptyLoadChangeSet_EmptyLoadChangeSet,876,0,1,0,3,0,2,1,2,242,2
877,io_realm_RealmTests_copyToRealmOrUpdate_boxedLongPrimaryKeyFieldIsNull,877,1,1,0,14,0,0,0,0,153,0
878,some_test_AllTypes_realmGet$columnDate,878,0,1,0,3,0,0,0,0,87,0
879,io_realm_entities_AllJavaTypes_setFieldObjectId,879,0,1,1,3,0,0,0,0,109,0
880,io_realm_entities_PrimaryKeyAsBoxedLong_PrimaryKeyAsBoxedLong,880,0,1,0,4,0,0,0,0,195,0
881,io_realm_internal_UncheckedRow_nativeHasColumn,881,0,1,2,1,0,0,0,0,23,0
882,io_realm_RealmJsonTests_createOrUpdateObjectFromJson_withJsonObject,882,1,1,0,11,0,0,0,0,89,0
883,io_realm_mongodb_auth_ApiKey_ApiKey,883,0,1,4,6,0,0,0,0,243,0
884,io_realm_OrderedRealmCollectionImpl_iterator,884,0,1,0,9,0,0,0,0,30,0
885,io_realm_SortTest_checkSortTwoFieldsIntString,885,0,1,1,15,1,6,3,3,59,7
886,io_realm_OrderedRealmCollectionImpl_lastImpl,886,0,4,2,3,0,0,0,0,30,0
887,io_realm_internal_OsList_insertBinary,887,0,1,2,3,1,0,0,0,0,1
888,io_realm_mongodb_App_App,888,0,1,1,10,2,0,0,0,7,2
889,io_realm_Realm_getDefaultInstance,889,0,3,0,21,1,1,1,1,22,2
890,io_realm_DynamicRealmTests_createObject_withNullBytePrimaryKey,890,1,1,0,6,0,0,0,0,224,0
891,io_realm_OrderedCollectionChangeSet_getChanges,891,0,1,0,8,0,0,0,0,29,0
892,io_realm_RealmTests_copyToRealmOrUpdate_cyclicObject,892,1,1,0,18,0,0,0,0,153,0
893,io_realm_RealmResults_checkNonEmptyFieldName,893,0,2,1,5,0,1,1,1,25,1
894,io_realm_RealmList_getOsList,894,0,1,0,3,0,1,1,1,19,1
895,io_realm_Realm_asFlowable,895,0,1,0,6,0,2,2,1,22,2
896,io_realm_internal_TableQuery_alwaysTrue,896,0,1,0,5,0,0,0,0,12,0
897,io_realm_RealmResults_mapFieldNameToInternalName,897,0,3,1,13,0,5,5,1,25,5
898,io_realm_MutableRealmInteger_set,898,0,1,1,10,1,0,0,0,28,1
899,io_realm_entities_RandomPrimaryKey_getFieldInt,899,0,1,0,3,0,0,0,0,123,0
900,io_realm_MutableRealmInteger_isNull,900,0,1,0,6,1,0,0,0,28,1
901,io_realm_log_RealmLog_log,901,0,6,4,19,2,0,0,0,33,2
902,io_realm_RealmList_sort,902,0,1,1,11,5,5,2,4,19,10
903,io_realm_internal_OsResults_setShortList,903,0,1,2,8,1,0,0,0,37,1
