,completename,nodeId,label,CC,PC,LOC,NCMIC,NCMEC,NECA,NAMFAEC,classID,NCM
522,com_google_security_zynamics_binnavi_Database_PostgreSQL_PostgreSQLTypeInstanceFunctionsTests_setTypeInstanceNameTest4,522,1,1,0,10,0,12,6,4,217,12
523,com_google_security_zynamics_binnavi_Database_PostgreSQL_Savers_PostgreSQLViewSaver_save,523,0,1,2,29,2,13,9,3,218,15
524,com_google_security_zynamics_binnavi_Database_PostgreSQL_Savers_PostgreSQLNodeSaver_writeNodes,524,0,2,3,29,9,1,1,1,219,10
525,com_google_security_zynamics_binnavi_Database_PostgreSQL_Savers_PostgreSQLEdgeSaver_fillEdgepathsTable,525,0,3,2,29,0,6,4,2,220,6
526,com_google_security_zynamics_binnavi_Database_PostgreSQL_Savers_PostgreSQLNodeSaver_saveTextNodes,526,0,7,4,54,0,11,7,3,219,11
527,com_google_security_zynamics_binnavi_debug_connection_AbstractConnection_sendPacket,527,0,1,1,7,0,0,0,0,221,0
528,com_google_security_zynamics_binnavi_debug_connection_AbstractConnection_startConnection,528,0,1,1,14,0,3,3,1,221,3
529,com_google_security_zynamics_binnavi_debug_connection_helpers_DebugProtocolHelper_readBytes,529,0,2,2,18,0,1,1,1,222,1
530,com_google_security_zynamics_binnavi_debug_connection_interfaces_DebugConnection_sendBreakpointsMessage,530,0,1,2,8,0,0,0,0,223,0
531,com_google_security_zynamics_binnavi_debug_connection_interfaces_DebugConnection_sendRemoveBreakpointsMessage,531,0,1,2,8,0,0,0,0,223,0
532,com_google_security_zynamics_binnavi_debug_connection_helpers_DebugProtocolHelper_readAddress,532,0,1,1,14,2,0,0,0,222,2
533,com_google_security_zynamics_binnavi_debug_connection_PipeFetcher_reset,533,0,1,0,6,0,0,0,0,224,0
534,com_google_security_zynamics_binnavi_debug_connection_interfaces_ClientReader_read,534,0,1,0,9,0,0,0,0,225,0
535,com_google_security_zynamics_binnavi_debug_connection_interfaces_DebugConnection_sendSetBreakpointConditionMessage,535,0,1,2,8,0,0,0,0,223,0
536,com_google_security_zynamics_binnavi_debug_connection_interfaces_DebugConnection_sendReadMemoryMessage,536,0,1,2,8,0,0,0,0,223,0
537,com_google_security_zynamics_binnavi_debug_connection_interfaces_DebugConnection_sendSetRegisterMessage,537,0,1,3,9,0,0,0,0,223,0
538,com_google_security_zynamics_binnavi_debug_connection_interfaces_DebugConnection_sendSingleStepMessage,538,0,1,0,6,0,0,0,0,223,0
539,com_google_security_zynamics_binnavi_debug_connection_packets_arguments_DebugMessageAddressArgument_DebugMessageAddressArgument,539,0,1,1,9,0,3,2,2,226,3
540,com_google_security_zynamics_binnavi_debug_connection_packets_commands_RequestProcessesCommand_RequestProcessesCommand,540,0,1,1,7,0,1,1,1,227,1
541,com_google_security_zynamics_binnavi_debug_connection_packets_commands_MemoryRangeCommand_MemoryRangeCommand,541,0,1,2,11,0,3,2,2,228,3
542,com_google_security_zynamics_binnavi_debug_connection_packets_commands_SearchCommand_SearchCommand,542,0,1,4,17,0,4,3,2,229,4
543,com_google_security_zynamics_binnavi_debug_connection_packets_commands_DebugCommand_addArgument,543,0,1,1,7,0,0,0,0,230,0
544,com_google_security_zynamics_binnavi_debug_connection_packets_commands_SelectFileCommand_SelectFileCommand,544,0,1,2,11,0,3,2,2,231,3
545,com_google_security_zynamics_binnavi_debug_connection_packets_commands_HaltCommand_HaltCommand,545,0,1,1,7,0,1,1,1,232,1
546,com_google_security_zynamics_binnavi_debug_connection_packets_commands_ResumeCommand_ResumeCommand,546,0,1,1,7,0,1,1,1,233,1
547,com_google_security_zynamics_binnavi_debug_connection_interfaces_DebugConnection_startConnection,547,0,1,0,5,0,0,0,0,223,0
548,com_google_security_zynamics_binnavi_debug_connection_packets_arguments_DebugMessageArgument_appendLong,548,0,2,1,9,0,0,0,0,234,0
549,com_google_security_zynamics_binnavi_debug_connection_packets_arguments_DebugMessageAddressArgument_getAddress,549,0,1,0,3,0,0,0,0,226,0
550,com_google_security_zynamics_binnavi_debug_connection_interfaces_DebugConnection_sendWriteMemoryMessage,550,0,1,2,8,0,0,0,0,223,0
551,com_google_security_zynamics_binnavi_debug_connection_packets_commands_SuspendThreadCommand_SuspendThreadCommand,551,0,1,2,9,0,3,2,2,235,3
552,com_google_security_zynamics_binnavi_debug_connection_packets_commands_SingleStepCommand_SingleStepCommand,552,0,1,1,7,0,1,1,1,236,1
553,com_google_security_zynamics_binnavi_debug_connection_packets_commands_SelectProcessCommand_SelectProcessCommand,553,0,1,2,9,0,3,2,2,237,3
554,com_google_security_zynamics_binnavi_debug_connection_packets_parsers_MemoryModuleParser_parseThreadId,554,0,1,1,20,1,2,2,1,238,3
555,com_google_security_zynamics_binnavi_debug_connection_packets_parsers_MemoryModuleParser_getAttribute,555,0,2,2,14,0,1,1,1,238,1
556,com_google_security_zynamics_binnavi_debug_connection_packets_commands_conditions_NodeIdCollector_getNodeIds,556,0,1,1,10,2,1,1,1,239,3
557,com_google_security_zynamics_binnavi_debug_connection_packets_parsers_TargetInformationParser_parseOptionsInformation,557,0,18,1,67,4,1,1,1,240,5
558,com_google_security_zynamics_binnavi_debug_connection_packets_parsers_TargetInformationParser_parseStringOption,558,0,1,2,3,0,0,0,0,240,0
559,com_google_security_zynamics_binnavi_debug_connection_packets_parsers_TargetInformationParser_parseBooleanOption,559,0,1,1,3,0,0,0,0,240,0
560,com_google_security_zynamics_binnavi_debug_connection_packets_parsers_TargetInformationParser_getAttribute,560,0,2,2,14,0,1,1,1,240,1
561,com_google_security_zynamics_binnavi_debug_connection_packets_parsers_TargetInformationParser_parseLongOption,561,0,1,2,3,0,0,0,0,240,0
562,com_google_security_zynamics_binnavi_debug_connection_packets_replies_BreakpointsRemovedReply_BreakpointsRemovedReply,562,0,1,3,10,0,1,1,1,241,1
563,com_google_security_zynamics_binnavi_debug_connection_packets_replies_AnyBreakpointSetReply_AnyBreakpointSetReply,563,0,1,3,11,0,1,1,1,242,1
564,com_google_security_zynamics_binnavi_debug_connection_packets_replies_ExceptionOccurredReply_getAddress,564,0,1,0,7,0,0,0,0,243,0
565,com_google_security_zynamics_binnavi_debug_connection_packets_replies_ExceptionOccurredReply_getThreadId,565,0,1,0,7,0,0,0,0,243,0
566,com_google_security_zynamics_binnavi_debug_connection_packets_replies_BreakpointSetReply_BreakpointSetReply,566,0,1,3,10,0,1,1,1,244,1
567,com_google_security_zynamics_binnavi_debug_connection_packets_replies_DebuggerReply_DebuggerReply,567,0,1,2,9,0,0,0,0,245,0
568,com_google_security_zynamics_binnavi_debug_connection_packets_replies_DebuggerReply_success,568,0,1,0,7,0,0,0,0,245,0
569,com_google_security_zynamics_binnavi_debug_connection_packets_replies_ModuleUnloadedReply_ModuleUnloadedReply,569,0,1,3,12,0,1,1,1,246,1
570,com_google_security_zynamics_binnavi_debug_connection_packets_replies_ReadMemoryReply_ReadMemoryReply,570,0,4,4,27,0,2,1,2,247,2
571,com_google_security_zynamics_binnavi_debug_connection_packets_replies_DebuggerReply_getId,571,0,1,0,7,0,0,0,0,245,0
572,com_google_security_zynamics_binnavi_debug_connection_packets_replies_SetRegisterReply_getThread,572,0,1,0,7,0,0,0,0,248,0
573,com_google_security_zynamics_binnavi_debug_connection_packets_replies_ThreadCreatedReply_ThreadCreatedReply,573,0,3,4,22,0,2,1,2,249,2
574,com_google_security_zynamics_binnavi_debug_connection_packets_replies_SetRegisterReply_SetRegisterReply,574,0,1,4,12,0,1,1,1,248,1
575,com_google_security_zynamics_binnavi_debug_connection_packets_replies_ResumeThreadReply_ResumeThreadReply,575,0,1,3,11,0,1,1,1,250,1
576,com_google_security_zynamics_binnavi_debug_connection_packets_replyparsers_AbstractReplyParser_AbstractReplyParser,576,0,1,2,9,0,0,0,0,251,0
577,com_google_security_zynamics_binnavi_debug_connection_packets_replyparsers_AbstractReplyParser_parseAddress,577,0,1,0,8,0,2,2,1,251,2
578,com_google_security_zynamics_binnavi_debug_connection_packets_replyparsers_BreakpointConditionSetParser_BreakpointConditionSetParser,578,0,1,1,7,0,1,1,1,252,1
579,com_google_security_zynamics_binnavi_debug_connection_packets_replyparsers_AbstractReplyParser_parseInteger,579,0,1,0,8,0,1,1,1,251,1
580,com_google_security_zynamics_binnavi_debug_connection_packets_replies_ThreadCreatedReply_getThreadState,580,0,1,0,7,0,0,0,0,249,0
581,com_google_security_zynamics_binnavi_debug_connection_packets_replyparsers_AttachParser_AttachParser,581,0,1,1,7,0,1,1,1,253,1
582,com_google_security_zynamics_binnavi_debug_connection_packets_replyparsers_AbstractReplyParser_parseData,582,0,1,0,8,0,1,1,1,251,1
583,com_google_security_zynamics_binnavi_debug_connection_packets_replyparsers_AbstractReplyParser_parseSuccess,583,0,1,2,8,0,0,0,0,251,0
584,com_google_security_zynamics_binnavi_debug_connection_packets_replies_WriteMemoryReply_WriteMemoryReply,584,0,1,2,9,0,1,1,1,254,1
585,com_google_security_zynamics_binnavi_debug_connection_packets_replyparsers_AbstractReplyParser_parseThreadId,585,0,1,0,8,0,1,1,1,251,1
586,com_google_security_zynamics_binnavi_debug_connection_packets_replyparsers_CancelTargetSelectionParser_CancelTargetSelectionParser,586,0,1,1,7,0,1,1,1,255,1
587,com_google_security_zynamics_binnavi_debug_connection_packets_replyparsers_HaltParser_HaltParser,587,0,1,1,7,0,1,1,1,256,1
588,com_google_security_zynamics_binnavi_debug_connection_packets_replyparsers_MemoryMapParser_MemoryMapParser,588,0,1,1,7,0,1,1,1,257,1
589,com_google_security_zynamics_binnavi_debug_connection_packets_replyparsers_SetExceptionSettingsParser_SetExceptionSettingsParser,589,0,1,1,3,0,1,1,1,258,1
590,com_google_security_zynamics_binnavi_debug_connection_packets_replyparsers_ParserFactory_ParserFactory,590,0,1,1,48,0,42,42,1,259,42
591,com_google_security_zynamics_binnavi_debug_connection_packets_replyparsers_ProcessStartReplyParser_ProcessStartReplyParser,591,0,1,1,7,0,1,1,1,260,1
592,com_google_security_zynamics_binnavi_debug_connection_packets_replyparsers_StepBreakpointSetParser_StepBreakpointSetParser,592,0,1,1,7,0,1,1,1,261,1
593,com_google_security_zynamics_binnavi_debug_connection_packets_replyparsers_WriteMemoryParser_WriteMemoryParser,593,0,1,1,7,0,1,1,1,262,1
594,com_google_security_zynamics_binnavi_debug_debugger_AbstractDebugger_relocate,594,0,2,1,12,1,2,1,2,263,3
595,com_google_security_zynamics_binnavi_debug_debugger_AbstractDebugger_connect,595,0,2,1,20,1,4,2,3,263,5
596,com_google_security_zynamics_binnavi_debug_connection_packets_replyparsers_SetRegisterParser_SetRegisterParser,596,0,1,1,7,0,1,1,1,264,1
597,com_google_security_zynamics_binnavi_debug_debugger_DebuggerTemplate_inSameDatabase,597,0,1,1,3,0,1,1,1,265,1
598,com_google_security_zynamics_binnavi_debug_debugger_DebuggerHelpers_getBreakpointAddress,598,0,1,2,12,0,5,4,2,266,5
599,com_google_security_zynamics_binnavi_debug_debugger_DebugExceptionWrapper_DebugExceptionWrapper,599,0,1,1,8,0,0,0,0,267,0
600,com_google_security_zynamics_binnavi_debug_debugger_DebuggerProvider_getDebugger,600,0,3,1,8,0,1,1,1,268,1
601,com_google_security_zynamics_binnavi_debug_debugger_DebuggerTemplate_removeListener,601,0,1,1,7,0,1,1,1,265,1
602,com_google_security_zynamics_binnavi_debug_debugger_DebuggerTemplateManager_findDebugger,602,0,3,1,13,0,1,1,1,269,1
603,com_google_security_zynamics_binnavi_debug_debugger_DebuggerTemplateManager_getDebuggers,603,0,1,0,7,0,0,0,0,269,0
604,com_google_security_zynamics_binnavi_debug_debugger_DebuggerTemplate_setPort,604,0,3,1,21,0,4,4,1,265,4
605,com_google_security_zynamics_binnavi_debug_debugger_DebuggerTemplateManager_removeDebugger,605,0,2,1,20,0,4,4,1,269,4
606,com_google_security_zynamics_binnavi_debug_debugger_DefaultAddressConverter_DefaultAddressConverter,606,0,1,2,9,0,0,0,0,270,0
607,com_google_security_zynamics_binnavi_debug_debugger_MemoryLoader_MemoryLoader,607,0,1,1,7,0,0,0,0,271,0
608,com_google_security_zynamics_binnavi_debug_debugger_interfaces_DebuggerProviderListener_debuggerRemoved,608,0,1,2,6,0,0,0,0,272,0
609,com_google_security_zynamics_binnavi_debug_debugger_MemoryLoader_requestMemory,609,1,5,2,29,0,10,6,3,271,10
610,com_google_security_zynamics_binnavi_debug_debugger_TcpDebugger_getPrintableString,610,0,1,0,3,0,3,1,3,273,3
611,com_google_security_zynamics_binnavi_debug_debugger_TcpDebugger_TcpDebugger,611,0,1,2,12,0,4,2,3,273,4
612,com_google_security_zynamics_binnavi_debug_debugger_interfaces_IAddressConverter_fileToMemory,612,0,1,1,6,0,0,0,0,274,0
613,com_google_security_zynamics_binnavi_debug_debugger_interfaces_IAddressConverter_memoryToFile,613,0,1,1,6,0,0,0,0,274,0
614,com_google_security_zynamics_binnavi_debug_debugger_interfaces_IDebugger_getId,614,0,1,0,5,0,0,0,0,275,0
615,com_google_security_zynamics_binnavi_debug_debugger_interfaces_IDebugEventListener_receivedReply,615,0,1,1,5,0,0,0,0,276,0
616,com_google_security_zynamics_binnavi_debug_debugger_interfaces_IDebugger_terminate,616,0,1,0,5,0,0,0,0,275,0
617,com_google_security_zynamics_binnavi_debug_debugger_interfaces_IDebugger_removeListener,617,0,1,1,5,0,0,0,0,275,0
618,com_google_security_zynamics_binnavi_debug_debugger_interfaces_IDebugger_search,618,0,1,3,9,0,0,0,0,275,0
619,com_google_security_zynamics_binnavi_debug_debugger_synchronizers_BreakpointHitSynchronizer_BreakpointHitSynchronizer,619,0,1,2,8,0,1,1,1,277,1
620,com_google_security_zynamics_binnavi_debug_debugger_interfaces_IDebugger_selectFile,620,0,1,1,6,0,0,0,0,275,0
621,com_google_security_zynamics_binnavi_debug_debugger_interfaces_IDebugger_requestFileSystem,621,0,1,0,6,0,0,0,0,275,0
622,com_google_security_zynamics_binnavi_debug_debugger_interfaces_IDebuggerTemplateListener_changedName,622,0,1,1,5,0,0,0,0,278,0
623,com_google_security_zynamics_binnavi_debug_debugger_interfaces_IDebuggerTemplateListener_changedPort,623,0,1,1,5,0,0,0,0,278,0
624,com_google_security_zynamics_binnavi_debug_debugger_interfaces_IDebugger_selectProcess,624,0,1,1,6,0,0,0,0,275,0
625,com_google_security_zynamics_binnavi_debug_debugger_interfaces_IDebugger_setTerminated,625,0,1,0,4,0,0,0,0,275,0
626,com_google_security_zynamics_binnavi_debug_debugger_synchronizers_EchoBreakpointHitSynchronizer_EchoBreakpointHitSynchronizer,626,0,1,2,8,0,1,1,1,279,1
627,com_google_security_zynamics_binnavi_debug_debugger_synchronizers_DetachSynchronizer_DetachSynchronizer,627,0,1,2,8,0,1,1,1,280,1
628,com_google_security_zynamics_binnavi_debug_debugger_interfaces_IMemoryProvider_hasData,628,0,1,2,9,0,0,0,0,281,0
629,com_google_security_zynamics_binnavi_debug_debugger_interfaces_IDebuggerTemplateManagerListener_addedDebugger,629,0,1,2,6,0,0,0,0,282,0
630,com_google_security_zynamics_binnavi_debug_debugger_synchronizers_ReadRegistersSynchronizer_ReadRegistersSynchronizer,630,0,1,2,8,0,1,1,1,283,1
631,com_google_security_zynamics_binnavi_debug_debugger_synchronizers_RequestTargetSynchronizer_RequestTargetSynchronizer,631,0,1,2,8,0,1,1,1,284,1
632,com_google_security_zynamics_binnavi_debug_debugger_synchronizers_SetRegisterSynchronizer_SetRegisterSynchronizer,632,0,1,2,8,0,1,1,1,285,1
633,com_google_security_zynamics_binnavi_debug_helpers_NodeBreakpointDecider_NodeBreakpointDecider,633,0,1,1,7,0,0,0,0,286,0
634,com_google_security_zynamics_binnavi_debug_models_breakpoints_Breakpoint_getAddress,634,0,1,0,3,0,0,0,0,287,0
635,com_google_security_zynamics_binnavi_debug_helpers_EchoBreakpointCollector_isBlocked,635,0,1,2,9,0,2,1,2,288,2
636,com_google_security_zynamics_binnavi_debug_models_breakpoints_Breakpoint_getDescription,636,0,1,0,3,0,0,0,0,287,0
637,com_google_security_zynamics_binnavi_debug_models_breakpoints_Breakpoint_getCondition,637,0,1,0,3,0,0,0,0,287,0
638,com_google_security_zynamics_binnavi_debug_models_breakpoints_BreakpointAddress_getAddress,638,0,1,0,7,0,0,0,0,289,0
639,com_google_security_zynamics_binnavi_debug_models_breakpoints_Breakpoint_getType,639,0,1,0,3,0,0,0,0,287,0
640,com_google_security_zynamics_binnavi_debug_models_breakpoints_BreakpointConditionParser_evaluate,640,0,1,1,17,1,1,1,1,290,2
641,com_google_security_zynamics_binnavi_debug_models_breakpoints_BreakpointManager_removeListener,641,0,1,1,9,0,1,1,1,291,1
642,com_google_security_zynamics_binnavi_debug_models_breakpoints_BreakpointManager_getBreakpointStatus,642,0,2,2,18,1,3,3,1,291,4
643,com_google_security_zynamics_binnavi_debug_models_breakpoints_BreakpointManager_getBreakpoint,643,0,2,2,16,1,2,2,1,291,3
644,com_google_security_zynamics_binnavi_debug_models_breakpoints_conditions_BaseNode_BaseNode,644,0,1,1,7,1,0,0,0,292,1
645,com_google_security_zynamics_binnavi_debug_models_breakpoints_conditions_BaseNode_getChildren,645,0,1,0,3,0,0,0,0,292,0
646,com_google_security_zynamics_binnavi_debug_models_breakpoints_conditions_ConditionNodeSwitcher_process,646,0,1,1,34,0,0,0,0,293,0
647,com_google_security_zynamics_binnavi_debug_models_breakpoints_conditions_ExpressionNode_ExpressionNode,647,0,1,2,9,0,1,1,1,294,1
648,com_google_security_zynamics_binnavi_debug_models_breakpoints_conditions_FormulaNode_FormulaNode,648,0,1,2,9,0,1,1,1,295,1
649,com_google_security_zynamics_binnavi_debug_models_breakpoints_conditions_RelationNode_RelationNode,649,0,1,3,10,0,1,1,1,296,1
650,com_google_security_zynamics_binnavi_debug_models_breakpoints_interfaces_BreakpointManagerListener_breakpointsConditionChanged,650,0,1,1,5,0,0,0,0,297,0
651,com_google_security_zynamics_binnavi_debug_models_breakpoints_interfaces_BreakpointStorage_size,651,0,1,0,5,0,0,0,0,298,0
652,com_google_security_zynamics_binnavi_debug_models_breakpoints_interfaces_BreakpointStorage_getByModule,652,0,1,1,6,0,0,0,0,298,0
653,com_google_security_zynamics_binnavi_debug_models_memoryexpressions_MultiplicationExpression_getChildren,653,0,1,0,7,0,0,0,0,299,0
654,com_google_security_zynamics_binnavi_debug_models_breakpoints_interfaces_BreakpointStorage_getBreakPointsByAddress,654,0,1,1,1,0,0,0,0,298,0
655,com_google_security_zynamics_binnavi_debug_models_breakpoints_interfaces_Condition_getRoot,655,0,1,0,6,0,0,0,0,300,0
656,com_google_security_zynamics_binnavi_debug_models_memoryexpressions_MemoryExpression_getChild,656,0,1,0,7,0,0,0,0,301,0
657,com_google_security_zynamics_binnavi_debug_models_breakpoints_interfaces_BreakpointStorage_removeBreakpoints,657,0,1,1,1,0,0,0,0,298,0
658,com_google_security_zynamics_binnavi_debug_models_memoryexpressions_DebuggerMemoryExpressionParser_parse,658,0,1,1,26,1,3,2,2,302,4
659,com_google_security_zynamics_binnavi_debug_models_memoryexpressions_MinusExpression_MinusExpression,659,0,1,1,7,0,0,0,0,303,0
660,com_google_security_zynamics_binnavi_debug_models_memoryexpressions_MemoryExpressionVisitor_visit,660,0,1,1,5,0,0,0,0,304,0
661,com_google_security_zynamics_binnavi_debug_models_processlist_ProcessDescription_getPID,661,0,1,0,7,0,0,0,0,305,0
662,com_google_security_zynamics_binnavi_debug_models_memoryexpressions_SubExpression_SubExpression,662,0,1,1,7,0,0,0,0,306,0
663,com_google_security_zynamics_binnavi_debug_models_processmanager_interfaces_ProcessManagerListener_changedTargetInformation,663,0,1,1,5,0,0,0,0,307,0
664,com_google_security_zynamics_binnavi_debug_models_processmanager_interfaces_ProcessManagerListener_removedNonExistingModule,664,0,1,1,7,0,0,0,0,307,0
665,com_google_security_zynamics_binnavi_debug_models_processmanager_MemoryModule_getBaseAddress,665,0,1,0,7,0,0,0,0,308,0
666,com_google_security_zynamics_binnavi_debug_models_processmanager_ProcessHelpers_getSectionWith,666,0,3,2,14,0,3,2,2,309,3
667,com_google_security_zynamics_binnavi_debug_models_processmanager_MemorySection_MemorySection,667,0,1,2,11,0,1,1,1,310,1
668,com_google_security_zynamics_binnavi_debug_models_processmanager_MemorySection_getSize,668,0,1,0,7,0,1,1,1,310,1
669,com_google_security_zynamics_binnavi_debug_models_processmanager_ProcessManager_addExceptionEvent,669,0,2,1,14,0,2,2,1,311,2
670,com_google_security_zynamics_binnavi_debug_models_processmanager_interfaces_ProcessManagerListener_addedModule,670,0,1,1,5,0,0,0,0,307,0
671,com_google_security_zynamics_binnavi_debug_models_processmanager_ProcessManager_addListener,671,0,1,1,8,0,1,1,1,311,1
672,com_google_security_zynamics_binnavi_debug_models_processmanager_MemorySection_getEnd,672,0,1,0,7,0,0,0,0,310,0
673,com_google_security_zynamics_binnavi_debug_models_processmanager_ProcessManager_setMemoryMap,673,0,2,1,15,0,2,2,1,311,2
674,com_google_security_zynamics_binnavi_debug_models_processmanager_ProcessManager_isAttached,674,0,1,0,7,0,0,0,0,311,0
675,com_google_security_zynamics_binnavi_debug_models_processmanager_ProcessManager_removeNonExistingModule,675,0,2,1,18,0,2,2,1,311,2
676,com_google_security_zynamics_binnavi_debug_models_processmanager_ProcessManager_getThread,676,0,3,1,14,0,1,1,1,311,1
677,com_google_security_zynamics_binnavi_debug_models_processmanager_ProcessManager_getModules,677,0,1,0,7,0,0,0,0,311,0
678,com_google_security_zynamics_binnavi_debug_models_processmanager_ProcessStart_ProcessStart,678,0,1,2,4,0,0,0,0,312,0
679,com_google_security_zynamics_binnavi_debug_models_processmanager_ProcessStart_getThread,679,0,1,0,7,0,0,0,0,312,0
680,com_google_security_zynamics_binnavi_debug_models_storage_DebuggerSetting_readSetting,680,0,1,1,9,1,1,1,1,313,2
681,com_google_security_zynamics_binnavi_debug_models_processmanager_TargetProcessThread_getThreadId,681,0,1,0,7,0,0,0,0,314,0
682,com_google_security_zynamics_binnavi_disassembly_CFunction_getDescription,682,0,1,0,3,0,0,0,0,315,0
683,com_google_security_zynamics_binnavi_debug_models_processmanager_TargetProcessThread_removeListener,683,0,1,1,7,0,1,1,1,314,1
684,com_google_security_zynamics_binnavi_debug_models_processmanager_TargetProcessThread_getCurrentAddress,684,0,1,0,8,0,0,0,0,314,0
685,com_google_security_zynamics_binnavi_debug_models_remotebrowser_RemoteDirectory_RemoteDirectory,685,0,1,1,7,0,0,0,0,316,0
686,com_google_security_zynamics_binnavi_debug_models_targetinformation_DebuggerOptions_canBreakOnModuleLoad,686,0,1,0,7,0,0,0,0,317,0
687,com_google_security_zynamics_binnavi_debug_models_storage_DebuggerEventSettingsStorage_serialize,687,0,1,1,4,0,3,2,2,318,3
688,com_google_security_zynamics_binnavi_debug_models_remotebrowser_RemoteFileSystem_parse,688,0,6,1,41,4,2,2,1,319,6
689,com_google_security_zynamics_binnavi_debug_models_targetinformation_DebuggerOptions_canDetach,689,0,1,0,7,0,0,0,0,317,0
690,com_google_security_zynamics_binnavi_debug_models_remotebrowser_RemoteFileSystem_getDirectories,690,0,1,0,7,0,0,0,0,319,0
691,com_google_security_zynamics_binnavi_debug_models_targetinformation_DebuggerOptions_canBreakOnModuleUnload,691,0,1,0,7,0,0,0,0,317,0
692,com_google_security_zynamics_binnavi_debug_models_remotebrowser_RemoteFileSystem_parseDrivesInformation,692,0,3,2,15,0,1,1,1,319,1
693,com_google_security_zynamics_binnavi_debug_models_storage_DebuggerSetting_writeBoolSetting,693,0,1,2,3,1,0,0,0,313,1
694,com_google_security_zynamics_binnavi_debug_models_storage_DebuggerSetting_writeSetting,694,0,1,2,3,1,1,1,1,313,2
695,com_google_security_zynamics_binnavi_debug_models_targetinformation_DebuggerEventSettings_getBreakOnDllUnload,695,0,1,0,3,0,0,0,0,320,0
696,com_google_security_zynamics_binnavi_debug_models_targetinformation_RegisterValue_RegisterValue,696,0,1,5,16,0,0,0,0,321,0
697,com_google_security_zynamics_binnavi_debug_models_targetinformation_DebuggerOptions_getBreakpointCounter,697,0,1,0,8,0,0,0,0,317,0
698,com_google_security_zynamics_binnavi_debug_models_targetinformation_RegisterValue_getValue,698,0,1,0,7,0,0,0,0,321,0
699,com_google_security_zynamics_binnavi_debug_models_targetinformation_DebuggerOptions_setExceptions,699,0,1,1,7,0,0,0,0,317,0
700,com_google_security_zynamics_binnavi_debug_models_targetinformation_DebuggerOptions_canMemmap,700,0,1,0,7,0,0,0,0,317,0
701,com_google_security_zynamics_binnavi_debug_models_targetinformation_TargetInformation_getAddressSize,701,0,1,0,7,0,0,0,0,322,0
702,com_google_security_zynamics_binnavi_debug_models_targetinformation_RegisterValues_getThreads,702,0,1,0,7,0,0,0,0,323,0
703,com_google_security_zynamics_binnavi_debug_models_targetinformation_ThreadRegisters_getTid,703,0,1,0,7,0,0,0,0,324,0
704,com_google_security_zynamics_binnavi_debug_models_targetinformation_TargetInformation_getDebuggerOptions,704,0,1,0,7,0,0,0,0,322,0
705,com_google_security_zynamics_binnavi_debug_models_targetinformation_DebuggerOptions_getPageSize,705,0,1,0,7,0,0,0,0,317,0
706,com_google_security_zynamics_binnavi_debug_models_targetinformation_TargetInformation_TargetInformation,706,0,1,3,14,0,0,0,0,322,0
707,com_google_security_zynamics_binnavi_debug_models_trace_TraceList_getId,707,0,1,0,3,0,0,0,0,325,0
708,com_google_security_zynamics_binnavi_debug_models_trace_TraceList_inSameDatabase,708,0,1,1,3,0,1,1,1,325,1
709,com_google_security_zynamics_binnavi_debug_models_trace_TraceEvent_TraceEvent,709,0,1,4,13,0,0,0,0,326,0
710,com_google_security_zynamics_binnavi_debug_models_trace_TraceList_addListener,710,0,1,1,7,0,1,1,1,325,1
711,com_google_security_zynamics_binnavi_debug_models_trace_TraceList_getDescription,711,0,1,0,3,0,0,0,0,325,0
712,com_google_security_zynamics_binnavi_debug_models_trace_TraceRegister_getName,712,0,1,0,7,0,0,0,0,327,0
713,com_google_security_zynamics_binnavi_debug_models_trace_TraceLogger_addListener,713,0,1,1,7,0,1,1,1,328,1
714,com_google_security_zynamics_binnavi_debug_models_trace_TraceLogger_hasEchoBreakpoints,714,0,1,0,7,0,0,0,0,328,0
715,com_google_security_zynamics_binnavi_debug_models_trace_TraceLogger_removeListener,715,0,1,1,7,0,1,1,1,328,1
716,com_google_security_zynamics_binnavi_debug_models_trace_TraceRegister_getMemory,716,0,1,0,7,0,0,0,0,327,0
717,com_google_security_zynamics_binnavi_debug_models_trace_interfaces_ITraceLoggerListener_addedBreakpoint,717,0,1,0,4,0,0,0,0,329,0
718,com_google_security_zynamics_binnavi_debug_models_trace_interfaces_ITraceEvent_getType,718,0,1,0,5,0,0,0,0,330,0
719,com_google_security_zynamics_binnavi_debug_models_trace_interfaces_ITraceEvent_getThreadId,719,0,1,0,5,0,0,0,0,330,0
720,com_google_security_zynamics_binnavi_debug_models_trace_interfaces_ITraceListProvider_removeListener,720,0,1,1,5,0,0,0,0,331,0
721,com_google_security_zynamics_binnavi_debug_models_trace_interfaces_ITraceListProvider_createTrace,721,0,1,2,8,0,0,0,0,331,0
722,com_google_security_zynamics_binnavi_debug_models_trace_interfaces_ITraceListProvider_getList,722,0,1,1,6,0,0,0,0,331,0
723,com_google_security_zynamics_binnavi_disassembly_AddressSpaces_CAddressSpace_getModuleCount,723,0,1,0,3,1,1,1,1,332,2
724,com_google_security_zynamics_binnavi_disassembly_AddressSpaces_CAddressSpace_isLoaded,724,0,1,0,3,0,0,0,0,332,0
725,com_google_security_zynamics_binnavi_disassembly_AddressSpaces_CAddressSpace_CAddressSpace,725,0,1,9,26,0,1,1,1,332,1
726,com_google_security_zynamics_binnavi_disassembly_CFunction_setName,726,0,4,2,19,1,2,2,1,315,3
